Date,Open,High,Low,Close,Volume
2017-09-20,3378.07,3506.2,3339.34,3445.04,3442962
2017-09-21,3454.11,3541.13,3394.56,3499.34,8721163
2017-09-22,3503.03,3595.93,3460.21,3576.9,4110988
2017-09-23,3583.0,3658.49,3563.68,3648.53,8995928
2017-09-24,3652.72,3750.84,3581.42,3703.66,2483166
2017-09-25,3721.73,3779.04,3710.94,3750.85,9568108
2017-09-26,3753.5,3826.7,3738.84,3817.52,7358914
2017-09-27,3813.1,3976.61,3775.61,3892.54,8351902
2017-09-28,3881.85,3971.73,3872.01,3949.16,5259673
2017-09-29,3952.11,4002.9,3938.56,3991.27,10355963
2017-09-30,3962.04,4064.87,3955.19,4052.22,4547587
2017-10-01,4049.98,4136.46,4010.55,4119.87,5154004
2017-10-02,4117.33,4249.64,4101.38,4201.33,3185524
2017-10-03,4184.13,4303.9,4164.0,4267.23,11009470
2017-10-04,4255.35,4446.01,4182.01,4341.97,6397611
2017-10-05,4352.51,4425.72,4292.66,4395.03,8983526
2017-10-06,4398.07,4523.18,4375.61,4472.3,8722107
2017-10-07,4473.66,4553.57,4435.83,4533.5,11909385
2017-10-08,4537.67,4728.91,4481.58,4635.5,8435362
2017-10-09,4636.79,4755.45,4503.72,4685.39,8779617
2017-10-10,4702.86,4839.98,4681.7,4777.98,9138869
2017-10-11,4779.75,4861.81,4731.06,4830.97,10362703
2017-10-12,4809.84,4918.51,4795.72,4907.99,4604535
2017-10-13,4931.99,4972.73,4924.81,4958.17,4252241
2017-10-14,4963.68,5146.17,4929.73,5030.22,4224470
2017-10-15,5021.33,5156.71,4946.06,5123.69,7438055
2017-10-16,5104.43,5330.36,5054.55,5218.0,8485389
2017-10-17,5224.2,5351.46,5188.26,5297.33,9758814
2017-10-18,5295.47,5526.46,5219.92,5375.25,14570284
2017-10-19,5400.63,5512.63,5360.04,5482.58,7832857
2017-10-20,5476.89,5694.49,5376.84,5601.59,12323096
2017-10-21,5587.52,5776.72,5560.75,5696.92,8943298
2017-10-22,5712.23,5784.94,5680.18,5756.83,5904146
2017-10-23,5772.81,5912.23,5660.29,5824.6,10989586
2017-10-24,5827.55,5952.35,5789.66,5919.53,14586072
2017-10-25,5931.54,6042.29,5821.17,5997.41,5342928
2017-10-26,5996.73,6162.26,5927.13,6086.7,9220178
2017-10-27,6090.97,6223.26,5999.79,6147.98,4931870
2017-10-28,6169.46,6459.93,6069.97,6267.65,8387111
2017-10-29,6279.4,6450.3,6090.61,6381.38,12575714
2017-10-30,6378.14,6595.44,6262.75,6501.75,15767768
2017-10-31,6528.12,6683.51,6451.64,6624.2,12987544
2017-11-01,6577.21,6817.0,6459.64,6700.0,11359658
2017-11-02,6741.25,6977.77,6701.15,6840.58,17948324
2017-11-03,6805.57,7074.78,6699.57,6980.04,10611158
2017-11-04,6966.91,7214.94,6903.81,7187.14,19206751
2017-11-05,7186.26,7518.89,7151.84,7416.6,12949313
2017-11-06,7413.34,7681.32,7369.91,7580.41,20708802
2017-11-07,7603.3,7877.89,7562.72,7761.71,18282615
2017-11-08,7737.08,7941.05,7681.62,7912.57,21857082
2017-11-09,7918.76,8321.32,7721.21,8106.97,9766720
2017-11-10,8092.91,8353.69,8010.84,8296.16,18844943
2017-11-11,8303.5,8528.28,8287.56,8508.58,19218970
2017-11-12,8506.93,8715.99,8421.92,8680.87,21110709
2017-11-13,8683.29,8913.92,8661.16,8900.97,16925970
2017-11-14,8886.29,9192.88,8835.31,9129.73,7198472
2017-11-15,9115.76,9448.08,9033.69,9369.58,11882054
2017-11-16,9377.66,9652.52,9302.92,9567.03,13488196
2017-11-17,9594.12,9822.31,9536.34,9773.39,26451015
2017-11-18,9755.85,10073.26,9628.76,10028.54,25229500
2017-11-19,10002.4,10272.55,9962.51,10243.32,9537361
2017-11-20,10262.17,10547.74,10142.74,10456.96,29427082
2017-11-21,10455.94,10926.56,10244.72,10698.55,12954894
2017-11-22,10725.2,11230.19,10559.87,11000.84,18988185
2017-11-23,10970.95,11373.17,10867.28,11297.32,13561492
2017-11-24,11237.01,11728.95,11138.73,11556.63,30131723
2017-11-25,11538.15,11933.15,11211.21,11820.23,25029331
2017-11-26,11793.05,12143.0,11655.38,11999.78,19220457
2017-11-27,11996.94,12472.46,11906.56,12332.55,25326104
2017-11-28,12308.99,12561.65,12290.21,12547.48,15632641
2017-11-29,12575.37,12963.22,12521.18,12926.65,18884138
2017-11-30,12915.48,13229.45,12697.5,13159.92,21029111
2017-12-01,13165.86,13703.48,12853.01,13488.59,17971525
2017-12-02,13494.97,13997.61,13414.14,13862.8,37984818
2017-12-03,13870.9,14329.16,13767.7,14216.38,33690893
2017-12-04,14215.35,14702.46,14130.29,14615.07,19023731
2017-12-05,14637.46,14966.84,14512.75,14918.32,19639452
2017-12-06,14882.71,15439.77,14641.77,15310.03,11801764
2017-12-07,15374.3,15684.76,15331.76,15664.38,22582162
2017-12-08,15653.27,16417.43,15429.24,15988.27,31009331
2017-12-09,15925.36,16436.79,15803.66,16390.62,21746289
2017-12-10,16399.87,17045.25,16100.57,16757.38,38009229
2017-12-11,16714.59,17179.85,16649.21,17145.08,26901663
2017-12-12,17179.3,17667.63,16896.53,17491.34,26915095
2017-12-13,17607.29,18313.76,17240.42,17997.78,54970530
2017-12-14,17955.31,18764.45,17637.11,18537.97,24546419
2017-12-15,18556.46,19026.08,18518.5,18983.61,28794998
2017-12-16,18883.63,19601.67,18534.62,19346.41,30505182
2017-12-17,19372.75,19848.98,19352.1,19800.0,22868236
2017-12-18,19747.39,19848.37,19324.54,19463.22,22083916
2017-12-19,19426.74,19605.64,18875.18,19099.93,24993937
2017-12-20,19036.83,19429.76,18564.67,18744.39,49171888
2017-12-21,18785.56,19063.62,18200.4,18312.95,42807481
2017-12-22,18368.29,18426.62,17901.46,17931.89,39366430
2017-12-23,17933.15,18085.66,17192.66,17534.81,30543715
2017-12-24,17489.34,17759.37,17041.29,17123.5,30770982
2017-12-25,17205.15,17407.26,16562.06,16760.18,21108574
2017-12-26,16722.45,16966.62,16158.64,16426.41,13698920
2017-12-27,16319.87,16498.34,15960.82,16127.58,22550803
2017-12-28,16149.76,16559.08,15553.36,15802.53,26946141
2017-12-29,15750.15,15800.7,15461.44,15509.07,13165587
2017-12-30,15555.06,15890.83,14958.69,15161.12,13497203
2017-12-31,15143.78,15242.28,14709.18,14851.95,20492368
2018-01-01,14878.85,15077.73,14322.67,14449.13,20649493
2018-01-02,14509.88,14557.72,14131.41,14188.86,21590304
2018-01-03,14137.4,14192.63,13880.17,13907.89,11878192
2018-01-04,13884.28,14501.16,13337.04,13725.8,18362016
2018-01-05,13722.69,13889.13,13233.25,13317.46,15732225
2018-01-06,13378.89,13589.03,12999.83,13101.95,11542837
2018-01-07,13076.07,13169.59,12756.64,12797.47,15342767
2018-01-08,12774.64,12840.84,12616.69,12661.79,12029646
2018-01-09,12679.95,12780.24,12173.84,12306.14,26262965
2018-01-10,12284.82,12354.08,11991.2,12077.07,19740089
2018-01-11,12082.6,12199.49,11656.0,11766.25,16179208
2018-01-12,11711.48,11880.93,11405.64,11537.54,10706574
2018-01-13,11614.18,11712.65,11252.68,11338.33,13014392
2018-01-14,11292.49,11339.32,11024.13,11130.36,12927182
2018-01-15,11119.61,11157.94,10890.33,10925.61,31553437
2018-01-16,10924.54,11095.13,10505.28,10674.2,25738685
2018-01-17,10735.45,10812.41,10419.59,10473.79,7735446
2018-01-18,10432.16,10471.58,10186.77,10257.8,20963239
2018-01-19,10318.84,10396.67,9962.25,10035.27,11668206
2018-01-20,10058.06,10195.63,9702.78,9876.96,9204237
2018-01-21,9889.32,9936.88,9602.58,9669.87,21356189
2018-01-22,9641.31,9658.52,9442.46,9468.17,9741645
2018-01-23,9484.4,9508.92,9213.21,9243.16,14567466
2018-01-24,9223.1,9272.64,8977.88,9080.44,17895573
2018-01-25,9114.94,9126.96,8894.85,8916.62,16972634
2018-01-26,8890.65,8951.86,8679.66,8725.22,26061971
2018-01-27,8722.26,8817.64,8327.58,8498.81,19791212
2018-01-28,8484.65,8648.5,8079.83,8334.24,20718356
2018-01-29,8309.55,8393.75,8056.17,8127.39,11239445
2018-01-30,8145.47,8300.3,7917.5,7989.95,6248843
2018-01-31,8002.78,8042.58,7731.61,7779.91,16897326
2018-02-01,7808.13,7953.62,7510.94,7641.4,21511929
2018-02-02,7600.6,7642.68,7451.94,7485.57,11258309
2018-02-03,7509.46,7643.75,7215.96,7352.17,20149166
2018-02-04,7407.43,7478.07,7169.51,7210.52,6916283
2018-02-05,7200.75,7411.14,6988.78,7085.74,10203923
2018-02-06,7126.02,7151.59,6875.88,6900.0,7695626
2018-02-07,6894.55,7200.42,6758.37,7063.91,11555973
2018-02-08,7034.83,7273.83,6997.66,7187.14,17297776
2018-02-09,7180.56,7372.59,7096.6,7337.9,9881095
2018-02-10,7360.98,7539.81,7300.84,7459.69,18909362
2018-02-11,7440.93,7634.68,7426.54,7595.2,13577698
2018-02-12,7581.52,7849.02,7526.92,7730.83,13240281
2018-02-13,7744.59,7945.98,7679.44,7896.82,18867275
2018-02-14,7896.89,8158.99,7775.74,8063.32,7039518
2018-02-15,8077.46,8305.95,8035.58,8199.86,19112218
2018-02-16,8205.71,8458.51,8049.43,8365.32,9423906
2018-02-17,8377.35,8653.22,8198.8,8492.15,10877531
2018-02-18,8481.13,8673.27,8456.01,8657.93,15988389
2018-02-19,8663.95,8912.62,8476.09,8796.38,21474266
2018-02-20,8771.91,8956.81,8758.45,8936.04,17874514
2018-02-21,8970.58,9279.08,8827.81,9142.73,18788155
2018-02-22,9125.33,9451.43,8920.9,9323.16,21806400
2018-02-23,9354.73,9552.79,9308.79,9511.89,10078725
2018-02-24,9505.23,9681.06,9389.96,9603.16,23280908
2018-02-25,9608.98,9829.19,9528.97,9791.67,15063333
2018-02-26,9777.13,9990.04,9743.43,9970.41,11999236
2018-02-27,9940.02,10388.88,9691.78,10257.72,15418295
2018-02-28,10204.02,10555.58,10126.03,10496.81,12904424
2018-03-01,10463.58,10771.17,10446.5,10714.29,12764565
2018-03-02,10703.88,11005.3,10540.52,10935.6,13947544
2018-03-03,10942.56,11233.16,10832.81,11143.69,12039086
2018-03-04,11177.47,11498.83,11082.85,11366.85,21066633
2018-03-05,11351.65,11665.19,11048.85,11500.0,22239150
2018-03-06,11469.57,11616.27,11189.22,11263.34,23845336
2018-03-07,11214.6,11266.45,10920.47,11016.91,15032138
2018-03-08,11032.78,11105.63,10757.23,10827.69,25933367
2018-03-09,10872.62,10902.21,10498.58,10585.4,8796970
2018-03-10,10625.61,10709.34,10257.61,10481.26,17580330
2018-03-11,10503.58,10635.33,10202.06,10357.41,13316346
2018-03-12,10377.25,10565.74,9724.49,10146.16,19336018
2018-03-13,10197.84,10295.17,9847.62,9904.84,13776895
2018-03-14,9914.7,10063.67,9543.31,9701.07,22500711
2018-03-15,9719.87,9813.73,9430.76,9518.75,24493257
2018-03-16,9509.59,9752.16,8962.33,9327.99,21409218
2018-03-17,9289.87,9355.55,9019.97,9131.1,9937667
2018-03-18,9112.36,9239.66,8763.58,8936.75,11708811
2018-03-19,8936.5,9058.06,8699.09,8741.87,23067519
2018-03-20,8743.46,8783.17,8463.67,8565.15,14505520
2018-03-21,8614.65,8695.87,8337.18,8365.91,21643720
2018-03-22,8367.95,8415.43,8190.23,8218.14,12705716
2018-03-23,8247.21,8268.23,7991.66,8045.51,21038289
2018-03-24,8035.01,8066.93,7877.71,7902.09,20472574
2018-03-25,7894.7,7951.07,7725.41,7755.2,14663945
2018-03-26,7724.28,7734.47,7633.32,7651.14,5050128
2018-03-27,7634.1,7669.54,7502.89,7541.71,12209526
2018-03-28,7553.63,7619.05,7277.52,7364.07,20647301
2018-03-29,7364.24,7458.73,7054.72,7179.28,18164356
2018-03-30,7199.59,7234.57,6990.49,7041.31,7461003
2018-03-31,7045.14,7372.33,6762.68,6915.77,10142983
2018-04-01,6908.46,7084.29,6686.5,6800.0,14103423
2018-04-02,6843.83,6879.81,6816.77,6862.2,11413300
2018-04-03,6860.27,7011.64,6775.6,6936.61,15144445
2018-04-04,6960.81,7041.42,6915.56,7017.36,13688148
2018-04-05,7008.91,7077.26,6996.04,7059.86,16223816
2018-04-06,7074.89,7158.45,7060.99,7142.71,5922928
2018-04-07,7162.59,7353.35,7086.47,7223.77,6238284
2018-04-08,7228.28,7344.07,7184.51,7297.11,5779595
2018-04-09,7245.56,7466.78,7124.46,7395.2,16872592
2018-04-10,7395.61,7534.77,7263.79,7468.78,12000209
2018-04-11,7496.35,7819.69,7327.34,7590.09,5456394
2018-04-12,7602.11,7696.8,7565.84,7667.97,9687873
2018-04-13,7678.22,7928.5,7625.27,7777.69,9542827
2018-04-14,7737.51,7907.75,7585.53,7853.35,15929035
2018-04-15,7836.38,7977.96,7782.05,7925.27,14655884
2018-04-16,7935.05,8021.31,7894.85,7986.08,15158235
2018-04-17,7995.91,8336.38,7855.95,8080.83,5340115
2018-04-18,8110.27,8227.43,8025.66,8177.93,18495670
2018-04-19,8174.37,8348.66,8092.59,8264.62,7847639
2018-04-20,8274.68,8356.31,8224.7,8327.96,14188519
2018-04-21,8328.37,8433.23,8307.63,8403.0,5694566
2018-04-22,8378.12,8537.24,8301.54,8463.21,7059407
2018-04-23,8405.94,8731.49,8330.63,8607.27,5254279
2018-04-24,8618.4,8721.34,8604.1,8687.66,14672242
2018-04-25,8692.19,8832.69,8605.14,8797.14,13869709
2018-04-26,8780.82,8848.27,8770.35,8837.51,6738757
2018-04-27,8794.58,8993.86,8761.92,8980.91,10389122
2018-04-28,8997.87,9198.82,8810.92,9087.0,21248375
2018-04-29,9079.75,9417.66,8912.09,9230.46,6842505
2018-04-30,9245.88,9390.24,9171.99,9293.7,9544972
2018-05-01,9345.67,9422.3,9320.07,9407.62,11880840
2018-05-02,9347.18,9486.94,9309.89,9459.9,22671977
2018-05-03,9440.04,9733.81,9390.18,9629.74,9703781
2018-05-04,9623.7,9835.79,9433.03,9698.19,23418457
2018-05-05,9740.52,9887.14,9559.16,9800.0,12155143
2018-05-06,9751.89,9809.94,9620.68,9701.6,11619085
2018-05-07,9757.94,9769.69,9630.37,9648.59,7997155
2018-05-08,9652.53,9793.84,9406.11,9545.72,17799722
2018-05-09,9542.97,9559.6,9392.69,9437.6,9856095
2018-05-10,9431.99,9472.39,9278.51,9339.89,15999002
2018-05-11,9327.67,9481.01,9045.87,9252.64,8762313
2018-05-12,9281.73,9475.35,9028.19,9190.41,10748951
2018-05-13,9160.95,9262.71,9102.12,9153.13,19754146
2018-05-14,9162.61,9172.56,9030.18,9057.45,18996013
2018-05-15,9047.01,9166.52,8820.19,8919.78,8501569
2018-05-16,8899.39,9042.32,8638.77,8784.97,12806663
2018-05-17,8853.13,8948.91,8680.38,8770.59,14689148
2018-05-18,8781.62,8958.33,8625.18,8700.13,6101801
2018-05-19,8716.13,8930.85,8535.72,8655.32,12796421
2018-05-20,8684.86,8814.22,8449.4,8554.33,8966061
2018-05-21,8517.85,8655.31,8432.8,8478.9,12640932
2018-05-22,8523.47,8678.81,8288.26,8376.44,16619214
2018-05-23,8313.39,8567.77,8025.2,8296.37,7219436
2018-05-24,8277.24,8325.94,8142.13,8221.66,6909644
2018-05-25,8210.34,8258.35,8067.67,8128.36,9536754
2018-05-26,8142.55,8208.19,7978.49,8007.29,18841511
2018-05-27,8012.54,8061.11,7814.36,7919.13,15550032
2018-05-28,7915.17,7932.83,7804.68,7835.66,5060914
2018-05-29,7835.38,7942.42,7697.37,7749.26,9702942
2018-05-30,7726.52,7856.51,7497.44,7696.28,8147565
2018-05-31,7661.72,7739.73,7543.04,7621.35,12398823
2018-06-01,7637.97,7714.88,7396.71,7576.99,11416878
2018-06-02,7592.76,7769.16,7369.52,7475.71,16505557
2018-06-03,7511.25,7565.25,7366.79,7425.57,7130082
2018-06-04,7407.98,7512.31,7219.94,7366.54,12320769
2018-06-05,7381.85,7497.65,7244.79,7289.03,13408964
2018-06-06,7282.83,7360.62,7090.11,7221.03,14676688
2018-06-07,7246.82,7432.51,7062.55,7159.93,9142366
2018-06-08,7181.88,7203.96,7093.13,7106.28,12227390
2018-06-09,7110.78,7183.59,6916.33,7062.11,8285367
2018-06-10,7054.91,7143.34,6927.84,6981.33,9369174
2018-06-11,7001.46,7069.51,6864.84,6924.18,16263754
2018-06-12,6937.62,6980.98,6794.42,6829.26,15535747
2018-06-13,6815.24,6951.74,6663.44,6767.17,12282370
2018-06-14,6740.22,6910.72,6635.61,6716.41,8265223
2018-06-15,6710.6,6745.37,6632.54,6662.92,14545987
2018-06-16,6693.21,6702.74,6561.04,6575.69,4195307
2018-06-17,6598.3,6653.62,6480.24,6515.15,5477149
2018-06-18,6493.41,6547.62,6382.67,6422.24,11006414
2018-06-19,6399.74,6467.29,6297.42,6374.52,7416336
2018-06-20,6398.9,6473.92,6128.87,6297.45,14018206
2018-06-21,6275.99,6318.61,6107.14,6248.6,8090520
2018-06-22,6258.15,6328.87,6137.3,6210.52,7742276
2018-06-23,6199.04,6279.59,6096.48,6182.67,11888274
2018-06-24,6212.66,6227.85,6078.24,6100.0,12394251
2018-06-25,6085.9,6238.22,6060.19,6170.28,8450270
2018-06-26,6191.44,6347.7,6119.09,6209.99,6272064
2018-06-27,6213.43,6370.16,6167.18,6281.46,13159830
2018-06-28,6286.22,6474.18,6239.49,6363.78,8319105
2018-06-29,6326.16,6548.45,6280.52,6469.81,5715513
2018-06-30,6427.05,6534.36,6401.64,6521.02,11347662
2018-07-01,6516.71,6670.62,6456.53,6586.96,4469329
2018-07-02,6591.84,6709.87,6487.07,6609.15,15347369
2018-07-03,6586.84,6712.49,6546.01,6670.8,11424794
2018-07-04,6649.01,6775.43,6571.29,6731.6,16665799
2018-07-05,6742.94,6843.15,6729.81,6816.12,8531345
2018-07-06,6827.63,7086.21,6663.79,6898.35,15762644
2018-07-07,6895.5,6992.09,6817.19,6956.2,5481419
2018-07-08,6972.48,7157.98,6884.22,6989.92,4153527
2018-07-09,6965.3,7141.59,6843.27,7010.59,4873467
2018-07-10,7003.1,7209.43,6900.22,7103.52,10301265
2018-07-11,7138.64,7196.02,7114.78,7178.53,5306538
2018-07-12,7180.0,7272.02,7150.05,7244.46,10967013
2018-07-13,7247.21,7330.3,7227.7,7314.61,10021147
2018-07-14,7365.21,7476.43,7348.91,7454.36,9786735
2018-07-15,7423.06,7644.93,7273.91,7569.3,13448136
2018-07-16,7587.38,7747.0,7519.25,7653.47,6145277
2018-07-17,7691.68,7838.57,7553.43,7683.43,15148134
2018-07-18,7675.94,7831.66,7614.16,7758.34,12822999
2018-07-19,7778.35,7846.8,7752.4,7837.38,17329457
2018-07-20,7814.29,8117.93,7625.76,7908.26,10089017
2018-07-21,7891.97,8114.84,7835.74,7994.54,18457341
2018-07-22,8003.77,8104.96,7904.98,8062.3,12980664
2018-07-23,8081.62,8183.16,8000.42,8135.11,19713702
2018-07-24,8162.47,8342.22,7996.55,8231.23,5193276
2018-07-25,8269.99,8397.34,8167.76,8300.0,16999796
2018-07-26,8298.32,8354.68,8112.99,8181.07,18515010
2018-07-27,8210.37,8255.28,7966.99,8053.44,6187481
2018-07-28,8045.17,8156.53,7784.25,7922.49,13561957
2018-07-29,7943.93,8003.81,7795.41,7823.09,17537907
2018-07-30,7827.96,7938.51,7593.36,7699.31,12307753
2018-07-31,7709.6,7799.18,7534.59,7625.56,5758213
2018-08-01,7635.25,7767.86,7372.55,7523.54,14952249
2018-08-02,7487.32,7508.67,7355.11,7414.31,5707660
2018-08-03,7389.31,7429.98,7267.68,7302.06,15685774
2018-08-04,7304.3,7450.64,7139.81,7212.82,5134181
2018-08-05,7176.31,7479.16,6808.25,7118.75,6681927
2018-08-06,7136.5,7234.34,6883.6,7001.52,9088438
2018-08-07,7019.83,7032.42,6833.9,6853.69,13609321
2018-08-08,6860.42,6879.82,6697.43,6727.1,17248193
2018-08-09,6704.48,6737.48,6592.27,6624.47,5625953
2018-08-10,6651.9,6661.38,6519.27,6540.02,5820057
2018-08-11,6579.99,6613.47,6429.72,6459.49,8652755
2018-08-12,6462.34,6552.81,6217.98,6371.73,13786776
2018-08-13,6381.48,6390.19,6289.05,6297.38,9900852
2018-08-14,6301.19,6360.3,6024.71,6200.0,6622404
2018-08-15,6209.86,6264.45,6119.22,6227.05,8493514
2018-08-16,6224.81,6252.41,6201.32,6232.19,5859084
2018-08-17,6231.54,6316.28,6143.39,6214.93,7062877
2018-08-18,6231.81,6343.49,6040.63,6205.14,6380390
2018-08-19,6248.81,6366.26,6151.06,6214.25,11432125
2018-08-20,6188.15,6293.34,6122.21,6238.55,13146117
2018-08-21,6236.61,6312.57,6160.38,6275.07,11561641
2018-08-22,6252.85,6340.93,6153.98,6313.95,8499496
2018-08-23,6344.1,6414.61,6325.9,6365.04,8004850
2018-08-24,6353.82,6416.33,6335.59,6364.76,4541939
2018-08-25,6337.2,6517.89,6225.84,6376.79,10474120
2018-08-26,6389.0,6496.88,6301.41,6372.41,9186490
2018-08-27,6405.76,6472.36,6306.76,6383.13,12605091
2018-08-28,6395.83,6444.37,6298.4,6362.28,5183420
2018-08-29,6366.18,6379.6,6334.62,6367.76,10829448
2018-08-30,6375.57,6433.77,6315.56,6379.62,10512491
2018-08-31,6406.69,6423.98,6384.56,6404.85,6119280
2018-09-01,6388.06,6686.32,6248.57,6425.04,10217514
2018-09-02,6422.88,6457.94,6402.85,6444.13,12803633
2018-09-03,6435.38,6482.55,6412.98,6461.26,13241913
2018-09-04,6438.62,6539.39,6403.45,6490.81,11146722
2018-09-05,6484.42,6712.99,6420.34,6519.14,3939417
2018-09-06,6540.81,6607.75,6471.87,6500.81,13483156
2018-09-07,6511.86,6528.24,6438.96,6453.06,9968182
2018-09-08,6465.53,6649.44,6344.97,6465.66,6529069
2018-09-09,6468.5,6526.5,6409.7,6480.44,5854109
2018-09-10,6490.62,6582.94,6403.56,6531.26,4691834
2018-09-11,6515.58,6604.75,6418.77,6509.92,3813037
2018-09-12,6503.88,6772.96,6269.95,6515.79,11459793
2018-09-13,6519.54,6612.52,6445.04,6541.28,6348153
2018-09-14,6546.73,6631.79,6512.89,6585.99,3890450
2018-09-15,6592.32,6757.58,6504.09,6619.35,8099377
2018-09-16,6616.6,6747.12,6484.26,6580.79,8259522
2018-09-17,6573.34,6661.9,6447.93,6572.4,5392480
2018-09-18,6634.67,6663.14,6584.7,6601.45,4094175
2018-09-19,6619.41,6699.5,6589.46,6633.01,5595347
2018-09-20,6641.23,6689.93,6610.2,6658.34,10308164
2018-09-21,6653.69,6771.23,6531.38,6664.81,4593317
2018-09-22,6655.79,6754.2,6539.6,6700.0,9025900
2018-09-23,6697.37,6747.91,6663.75,6703.67,5166547
2018-09-24,6709.56,6802.72,6645.86,6679.87,5341181
2018-09-25,6642.19,6838.01,6557.29,6682.42,7551420
2018-09-26,6650.96,6750.1,6600.74,6670.03,4448344
2018-09-27,6657.28,6744.23,6575.43,6678.06,5730101
2018-09-28,6682.21,6735.05,6540.21,6634.88,7044503
2018-09-29,6630.12,6670.09,6507.82,6622.46,7020712
2018-09-30,6651.83,6685.02,6546.68,6600.61,10877335
2018-10-01,6571.26,6628.81,6548.96,6605.49,4386206
2018-10-02,6590.6,6658.84,6564.5,6633.47,12442945
2018-10-03,6663.72,6724.98,6466.68,6617.7,12495677
2018-10-04,6620.31,6683.11,6552.17,6586.26,11243227
2018-10-05,6603.74,6651.57,6527.69,6574.66,6559754
2018-10-06,6615.12,6658.49,6529.95,6586.14,11696742
2018-10-07,6572.43,6669.17,6513.6,6594.05,5333549
2018-10-08,6592.08,6730.17,6394.08,6579.3,4711674
2018-10-09,6573.92,6648.95,6507.86,6565.15,4104464
2018-10-10,6526.65,6610.93,6502.82,6598.56,13116480
2018-10-11,6592.42,6645.73,6529.24,6584.94,6444645
2018-10-12,6602.35,6681.88,6493.75,6579.23,12427711
2018-10-13,6589.9,6657.87,6515.06,6577.04,6499412
2018-10-14,6589.26,6781.06,6456.82,6548.36,12655702
2018-10-15,6540.98,6648.93,6514.37,6560.9,13586276
2018-10-16,6547.99,6659.11,6481.21,6522.92,13187946
2018-10-17,6547.75,6572.45,6525.61,6546.49,8289910
2018-10-18,6536.72,6615.09,6485.32,6552.3,12217993
2018-10-19,6558.08,6608.44,6492.16,6540.32,14179781
2018-10-20,6543.52,6567.64,6486.14,6499.25,6915570
2018-10-21,6527.75,6629.22,6430.65,6473.85,7732781
2018-10-22,6492.72,6583.58,6376.74,6454.87,11367861
2018-10-23,6429.79,6539.03,6331.46,6492.13,6413936
2018-10-24,6469.0,6626.88,6354.06,6479.36,10646363
2018-10-25,6490.61,6536.52,6349.63,6476.89,4408686
2018-10-26,6475.64,6566.7,6328.58,6439.86,9081123
2018-10-27,6431.07,6448.97,6396.98,6408.57,4614281
2018-10-28,6428.1,6478.96,6344.47,6391.44,6173532
2018-10-29,6395.03,6472.95,6359.46,6400.25,5747162
2018-10-30,6401.26,6427.23,6389.77,6403.86,11564305
2018-10-31,6418.85,6477.24,6312.41,6395.23,5338724
2018-11-01,6388.03,6596.1,6222.09,6377.21,11675904
2018-11-02,6407.22,6502.66,6307.89,6399.22,11525880
2018-11-03,6384.09,6471.57,6281.52,6420.07,8016412
2018-11-04,6432.72,6509.1,6362.47,6419.99,6117288
2018-11-05,6447.6,6471.88,6337.63,6381.47,6058939
2018-11-06,6355.1,6377.21,6309.92,6340.04,7606929
2018-11-07,6333.51,6364.16,6293.54,6340.68,3259082
2018-11-08,6362.41,6375.53,6321.62,6340.2,8514110
2018-11-09,6362.21,6425.22,6133.38,6351.41,12643331
2018-11-10,6348.14,6439.66,6283.6,6341.29,4738425
2018-11-11,6327.31,6419.41,6260.99,6347.86,8737759
2018-11-12,6366.07,6472.27,6185.98,6351.71,12569008
2018-11-13,6374.26,6387.97,6338.09,6357.62,13448772
2018-11-14,6335.41,6363.59,6286.0,6300.0,20443596
2018-11-15,6277.25,6333.73,5995.29,6039.31,21398217
2018-11-16,6043.39,6132.45,5610.85,5723.82,10484923
2018-11-17,5734.63,5810.14,5410.96,5465.92,19227073
2018-11-18,5461.02,5508.39,5119.75,5215.59,19178061
2018-11-19,5226.21,5260.3,4928.17,4974.85,11952226
2018-11-20,4964.25,5033.18,4684.57,4743.08,9623609
2018-11-21,4712.99,4789.56,4449.37,4513.91,10053242
2018-11-22,4508.17,4514.74,4280.29,4291.33,8637477
2018-11-23,4292.15,4311.65,4038.4,4074.59,6822012
2018-11-24,4071.22,4078.3,3856.9,3861.65,10128743
2018-11-25,3848.22,3912.55,3656.21,3700.0,5927127
2018-11-26,3679.85,3712.66,3630.71,3664.48,5020484
2018-11-27,3658.83,3777.33,3508.24,3637.44,2477119
2018-11-28,3647.24,3700.85,3596.74,3626.92,7748350
2018-11-29,3640.59,3649.1,3574.8,3579.75,2932562
2018-11-30,3592.51,3643.55,3522.16,3566.41,2619180
2018-12-01,3557.68,3595.04,3474.34,3549.81,5541355
2018-12-02,3537.52,3592.44,3465.16,3534.17,4613054
2018-12-03,3539.43,3562.45,3475.91,3500.8,2463704
2018-12-04,3507.47,3514.96,3459.22,3466.95,4203525
2018-12-05,3471.12,3535.58,3381.33,3436.91,6426804
2018-12-06,3416.14,3422.69,3402.92,3414.9,5132923
2018-12-07,3406.02,3432.19,3393.82,3405.28,4033286
2018-12-08,3404.98,3425.05,3354.13,3382.41,2919523
2018-12-09,3387.35,3402.16,3345.23,3366.21,5806386
2018-12-10,3373.96,3450.45,3293.13,3333.98,6781830
2018-12-11,3335.43,3359.15,3296.57,3315.52,5710451
2018-12-12,3318.81,3360.09,3275.69,3286.99,7017443
2018-12-13,3287.82,3328.8,3211.52,3247.27,4926062
2018-12-14,3253.94,3298.07,3191.06,3217.55,5627385
